termid,courseid,title,all_listings_string,area,prereqs,descrip
"1142","008107","Portfolio Theory and Asset Management","FIN 515","","FIN 501 and FIN 522..","Covers a number of advanced topics related to asset management and asset pricing. Topics include mean-variance analysis  CAPM  APT  market efficiency  delegated money management  stock return predictability  bubbles and crashes  social interaction and investor behavior  security analysts and investor relations  and mutual fund performance and organization."
"1142","006875","Planning Theory and Process","WWS 533 ARC 535","","","Introduction to the theory and practice of planning. Analysis and discussion are devoted to planning models  planning decisions  and alternative planning roles. Focused study of comprehensive and strategic planning  community participation  new urbanism concepts  equity concerns  and planning at local  regional  and state levels."
"1142","002551","Selected Topics in Solid-State Electronics - Advanced Topics in Electronic and Optoelectronci Materials and Devices","ELE 547","","","Introduction to the topics and methods of research in electronic materials and devices  providing an overview of current research of the faculty in electronic materials and devices  and in optical and optoelectronic engineering."
"1142","004409","Tonal Syntax","MUS 206","LA","MUS 205 or Permission of Instructor..","MUS 206 begins by making relevant connections between the modal counterpoint of the 16th century (studied in MUS 205) and tonality as it evolved in the 18th century. Fundamental tonal concepts will then be explored in later music including Chopin and Brahms."
"1142","003015","Environmental Geochemistry: Chemistry of the Natural Systems","GEO 363 CHM 331 ENV 331","STN","Introductory chemistry (CHM 201 or AP chemistry).","Covers topics including origin of elements; formation of the Earth; evolution of the atmosphere and oceans; atomic theory and chemical bonding; crystal chemistry and ionic substitution in crystals; reaction equilibria and kinetics in aqueous and biological systems; chemistry of high-temperature melts and crystallization process; and chemistry of the atmosphere  soil  marine and riverine environments. The biogeochemistry of contaminants and their influence on the environment will also be discussed."
"1142","012478","Modern Hebrew Literature: A Historical Introduction","COM 427 JDS 427 NES 429","LA","Advanced reading knowledge of Hebrew is required. Most of the texts assigned are also available in English translation and undergraduates are welcome to read the Hebrew original and the English translation in tandem; however  class discussion will focus on language and style in the original Hebrew. For questions about the language requirement or other aspects of the course  please consult with the instructor..","This course follows the development of modern Hebrew prose in the nineteenth and twentieth centuries. How was Hebrew refashioned from a liturgical to a modern literary language capable of narrating novels and conveying contemporary dialogue? Who were the revolutionary writers who accomplished this feat and what ideological struggles accompanied it? We will begin with the haskala (Jewish enlightenment)  continue with the tehiya (revival) and early writing in the yishuv (Jewish community in pre-State Palestine)  and conclude with dor ha-medina (the \"independence generation\") and maturation of modern Hebrew. Reading knowledge of Hebrew required."
"1142","012461","Development of the Multi-Skilled Performer","THR 335 MUS 303","LA","For admission  please contact Tim Vasen  director of the Program in Theater (tvasen@princeton.edu).","A practical class. This is a workshop based class for those interested in multi-skilled performance and in how performance skills can illuminate new forms of theatre making. Ideally participants should have musical skills and be able to bring an instrument to work with. A lack of instrument would not preclude somebody from participating. It is helpful  but not necessary if students can read music. The course is also open to those interested in directing or other aspects of storytelling. It is also available to music students who are interested in all aspects of performance."
"1142","010773","Seminar in Academic Writing","MUS 501","","","A seminar designed to examine and cultivate scholarly writing. We will consider examples from the historical and analytical writing about music and related disciplines  including more traditional and more experimental models. Students will critique one another's papers and dissertation chapters  focusing on form  content  methodologies  and analytical strategies  and will have the opportunity to present work in progress. Recommended for post-generals students in both composition and musicology."
"1142","010478","Energy Solutions for the Next Century","MAE 228 EGR 228 CBE 228 ENE 228","STN","This course is offered for both engineering and non-engineering students. (Calculus or Thermodynamics are NOT requirements)..","This course will deal with issues of regional and global energy demands  sources  carriers  storage  current and future technologies and costs for energy conversion  and their impact on climate and the environment. Students will learn to perform objective cost-efficiency and environmental impact analyses from source to end-user on both fossil fuels (oil  coal  and natural gas)  and alternative energy sources (bio-fuels  solar energy  wind  batteries  and nuclear). We will also pay particular attention to energy sources  technologies  emissions  and regulations for transportation. The course will also include tours to energy research labs."
"1142","009618","Topics in the Culture of Cities - Spanish Urban Cultures - Rap  Graffiti and City Life","SPA 351 LAS 347","LA","A 200-level SPA course or instructor's permission. Preferably  a second 200 or 300-level course..","Graffiti and rap music have become main cultural phenomena in the last decades  expressing the desires  fears and demands of cities dwellers. This is also accomplished in the Luso-Hispanic world by blending hip-hop's global spirit with local cultural traditions. In Madrid  Buenos Aires  Rio and Caracas  urban cultures have expressed the transformations of cities in a globalized world  as well as the struggles of their populations to become agents in these processes instead of victims alone. Taking the Spanish case as its axis  this course analyzes Hispanic expansion of hip-hop cultures from artistic  historical  social and political angles."
"1142","009649","Intermediate Hindi I","HIN 105","","HIN/URD 101 and 102 (Elementary Hindi-Urdu I and II) or the instructor's permission..","This course continues training in reading  writing  speaking and listening. Students will learn to read and understand texts in Hindi on familiar topics  to speak confidently and effectively in a wide range of common situations  to write concise texts expressing their thoughts and views  and to acquire general familiarity with the cultural context in which Hindi is used. Students will engage in interactive and collaborative task-based activities in the classroom."
"1142","001136","Vergil - Eclogues","CLA 533","","","After an introductory session on the pastoral  we will read the entire collection  reading each poem closely with attention to its relation to both earlier and later pastoral tradition. We will also explore issues of arrangement within the collection."
"1142","007927","Dance Performance Workshop: Advanced Repertory and Choreography","DAN 419","LA","DAN 319 or equivalent experience. Interview with faculty for placement in composition section from April 8-19  2013. To arrange an interview  email Professor Lazier (rlazier@) or Professor Fehlandt (fehlandt@) and send a list of any previous composition experience at Princeton. NOTE: Placement for Technique/Repertory component of class will be held Thursday  September 12th from 4:30-6:20 at Hagan Dance Studio at 185 Nassau..","Students are exposed to distinct choreographers by learning and performing repertory and creating choreography. The Technique and Repertory sections of the course develop technical expertise  expressive range  and stylistic clarity. Students will dance with attention to alignment  detail  spatial clarity  and an awareness of other dancers. In Choreography classes  students will work together in movement-based laboratories to develop choreographic decision-making skills. Readings and viewings inform studio practice and place dance in current artistic movements."
"1142","008013","Directed Research II","ORF 510","","","This seminar is a continuation of ORF 509. Each student writes a report and presents research results. For doctoral students  the course must be completed one semester prior to taking the general examinations."
"1142","012433","Roman Painting","ART 309 CLA 309","LA","","The course will briefly treat the development of Greek wall painting from the Classical and Hellenistic periods  and then focus on Roman developments - architectural styles and figural styles.The houses of Pompeii will be the main focus. Topics will include: the representation of Greek myths; historical subjects; the origins of still life."
"1142","011541","Introduction to the Mechanics and Dynamics of Soft Living Matter","CBE 533","","","This course introduces the concepts of soft condensed matter and their use in understanding the mechanical properties  dynamic behavior  and self-assembly of living biological materials. We will take an engineering approach that emphasizes the application of fundamental physical concepts to a diverse set of problems taken from the literature  including mechanical properties of biopolymers and the cytoskeleton  directed and random molecular motion within cells  aggregation and collective movement of cells  and phase transitions and critical behavior in the self-assembly of lipid membranes and intracellular structures."
"1142","000004","Introduction to the Study of African American Cultural Practices","AAS 201","SA","","This course examines the past and present  the doings and the sufferings of Americans of African descent from a multidisciplinary perspective. It highlights the ways in which serious intellectual scrutiny of the agency of black people in the United States help redefine what it means to be American  new world  modern and post modern"
"1142","012529","Advanced Hindi-Urdu I","HIN 301 URD 301","","Intermediate Hindi / Intermediate Urdu or equivalent proficiency.","This course provides an advanced level of training in reading  writing  speaking and listening comprehension. Reading and writing exercises will be provided in both Hindi and Urdu  and students are free to choose their preferred format for reading and writing assignments. Readings are supplemented by films and documentaries on relevant topics. Assignments will consist of short essays or other exercises. In-class discussion will help develop oral competency in idiomatic spoken Hindi-Urdu and the expression of ideas and opinions in a culturally and linguistically authentic and accurate manner."
"1142","002892","Literature  Culture  and Politics","FRE 357 TRA 357","LA","None if taken in English; if for French credit  a 200-level course or Instructor's permission..","Theme: Languages in Conflict. This course will examine conflicts in  around and between languages. We will look at the cultural baggage and politics of language  from the establishment of national languages to literary forms of resistance  including multilingualism and efforts to preserve or revive minority languages. Texts will include primary and secondary readings from literature  theatre  law  politics and popular culture  from the Middle Ages to the information age. Taught in English translation."
"1142","001260","Introduction to Chinese Literature","EAS 232","LA","","Survey of classical Chinese literature. All readings are in English. Topics include: nature of the Chinese language; the beginnings of poetry; development of narrative and historical writing; classical Chinese poetics; nature poetry; literature of protest  dissent  and political satire; love poetry; religious and philosophical ideas in Chinese literature."
"1142","002060","Operating Systems","COS 318","","COS 217 and COS 226. Audit option only available with instructor's permission..","An introduction to operating systems. Emphasis is on the fundamentals of how to design and implement an operating system. Topics include operating system structure  processes  threads  synchronizations  concurrent programming  interprocess communications  virtual memory  I/O device management  and file systems."
"1142","003779","Interdisciplinary Approaches to Western Culture I: History  Philosophy  and Religion","HUM 217","HA","This course is primarily directed to exceptional freshmen  but qualified students may apply at any point in their undergraduate careers..","In combination with HUM 216  this course explores the landmark achievements of European civilization from antiquity to the middle ages. Students must enroll in both 216 and 217  which constitute a double-course. The lecture component for HUM 217 is listed as TBA because all meetings are listed under HUM 216. There are no separate meeting times for HUM 217."
"1142","000744","Plasma Waves and Instabilities","AST 553","","","Wave phenomena in a cold magnetized plasma  including resonances  cut-offs  mode conversion  drift waves  weak collisions  energy transport and finite temperature effects over a wide range of frequencies. Development of the full hot plasma model for waves in locally homogeneous plasmas  including collisionless damping mechanisms such as Landau  cyclotron and TTMP damping  velocity-space instabilities and Nyquist analysis  hot plasma mode conversion  and Bernstein waves. Applications to plasma diagnostics  radiofrequency plasma heating and noninductive current drive  and magnetospheric propagation."
"1142","003511","Modern African History: Society  Violence  Displacement  and Memory","HIS 515","","","Topics include the relationship between society and warfare in pre-modern and modern Africa  the impact of violence on society (for example  population displacement  disease  and genocide) and post-conflict recovery (i.e. demobilization  return and resettlement of internally displaced persons and refugees  the transition from emergency aid to development aid) and reconciliation (for example  truth- and/or reconciliation commissions and war crimes/humanitarian courts) as well as the memorialisation of the violence and peace-building."
"1142","001409","International Monetary Economics","ECO 353","SA","ECO 100 and ECO 101. Course not required for concentrators..","This course studies topics in open-economy macroeconomics and international finance. Topics include Exchange Rates  Inflation  Sovereign Debt  and Growth. The course will include economic theory as well as several applications. Applications include the growth miracles of East Asia  India's recent transformation  emerging market crises of the 1990s  aid and development in Africa  and international aspects of recent financial crises."
"1142","000994","Inorganic Chemistry: Structure and Bonding","CHM 407","STN","CHM 301/302  or CHM 303/304  or equivalent is required..","Structural principles and bonding theories are discussed for various classes of main group inorganic and transition metal coordination compounds. Includes an introduction to the electronic structure of d-orbitals and ligand field theory."
"1142","001817","Structure and Properties of Complex Fluids","CBE 543","","","The structure and properties of polymers are covered from dilute solution to bulk melts. Concepts covered include single chain statistics  gelation and network formation. The thermodynamics of polymer solubility and phase separation  including block copolymer microphase separation will be addressed. In addition topics on polymers at interfaces and under confinement will be covered. Experimental techniques to study polymer structure including rheological measurements NMR  neutron scattering  and optical techniques will be presented. Special topics on polyelectrolyte effects  single chain DNA experiments may be covered based on student interest"
"1142","004963","Special Topics in the History of Philosophy - Friendship: History and Theory","PHI 515 COM 514","","","Why is friendship supposed to be such a good thing? Is it? By and large  the philosophical tradition has said that it is. But a closer examination of the philosophers' reasons and the place of friendship in literature  visual  and dramatic art (drama  film  TV)  suggests a more complicated picture. In particular  I am interested in the equivocal relationship between friendship and morality."
"1142","007250","Major Filmmakers","VIS 343","LA","","A seminar on the major films of Alfred Hitchcock  Ingmar Bergman  and Michelangelo Antonioni. There will be an emphasis on psychoanalytical themes in the discussion of such films as Spellbound  Rear Window  Psycho  The Birds  The Silence  Persona  Fanny and Alexander  L'avventura  La notte  and Blow Up."
"1142","004159","Honors Linear Algebra","MAT 217","QR","","A rigorous course in linear algebra with an emphasis on proof rather than applications. Topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  the Cayley-Hamilton theorem  Jordan form  the spectral theorem for normal transformations  bilinear and quadratic forms."
"1142","010545","Economic Perspectives on Inequality (Half-Term)","WWS 590 ECO 581","","","Economics is centrally concerned with models of human capital development  educational attainment  labor market dynamics  unemployment  labor turnover  job duration  wage setting institutions  the role of unions  human capital formation  the relationship between economic status and other aspects of well-being (including health). Economists are essential partners in the behavioral study of preferences and decision making  mobility and redistribution  and the institutions of industrial relations that govern the labor market."
"1142","011797","Israeli Media: Barometer and Engine of Sociopolitical and Cultural Change","HEB 403","EM","","This course uses various forms of Israeli media  including television shows  web sites  blogs  and newspapers  to explore the ethical and moral dimensions of contemporary debates on cultural pluralism in Israel and tensions in Israeli society. Topics include relations between Jews and Arabs  rifts between Orthodox and secular Jews  and the challenges of accommodating and integrating into a single society immigrants who come from diverse backgrounds and lack a common immigrant experience. The course is intended for advanced speakers of Hebrew."
"1142","001443","Game Theory","ECO 514","","","This course will provide a broad treatment of game theory and its applications  particularly in economics. Coverage will include such topics as: common knowledge and rationality  refinements of Nash equilibrium  auctions  bargaining  mechanism design  dynamic games  and reputation. This follows up on the introduction to game theory provided in the microeconomic sequence."
"1142","000491","Intermediate Arabic II","ARA 107","","ARA 105 or permission of the department..","A continuation of ARA 105 Intermediate Arabic I. This course continues the development of students' speaking  listening  reading and writing skills."
"1142","011772","The Ordinary","ARC 425","","","This course examines the notion of the \"ordinary \" and the ways in which it has been exploited as a site of inquiry in the architectural debate  particularly from the mid-1950s to the present. Structured upon a series of projects dealing with the scrutiny of so-called existing conditions--from Alison and Peter Smithson to Aldo van Eyck  Reyner Banham to Robert Venturi and Denise Scott Brown  Rem Koolhaas to Atelier Bow-Wow--we will interrogate the ways in which architecture has dealt with emergent and seemingly irreducible urban phenomena  as well as has by the same token constructed a peculiar practice of architectural theory."
"1142","000344","Structural Analysis for Architecture","ARC 510","","","Elementary structural analysis for architecture students covering statics  strength of materials and approximate methods of analysis  including historical examples."
"1142","003422","The United States  1920-1974","HIS 383","HA","","The history of modern America  with particular focus on domestic political and social changes. Topics include the Roaring 20s; the Great Depression and the New Deal; the homefront of World War II and the Cold War; the civil rights movement and the Great Society; the Vietnam War; the sexual revolution; the Silent Majority  the Nixon administration  and Watergate."
"1142","012503","Advanced Analysis","MAT 523","","MAT325 and MAT335 or equivalent..","The course covers the essentials of the first eleven chapters of the textbook  \"Analysis\" by Lieb and Loss. Topics include Lebesque integrals  Measure Theory  L^p Spaces  Fourier Transforms  Distributions  Potential Theory  and some illustrative examples of applications of these topics."
"1142","009345","An Integrated  Quantitative Introduction to the Natural Sciences I","ISC 231 CHM 231 COS 231 MOL 231 PHY 231","STL","Familiarity with the calculus at the level of MAT 103/4 or Advanced Placement Calculus BC  solid high school physics and chemistry courses..","An integrated  mathematically and computationally sophisticated introduction to physics  chemistry  molecular biology  and computer science. This year long  four course sequence is a multidisciplinary course taught across multiple departments with the following faculty: W. Bialek  T. Gregor  J. Shaevitz (PHY); P. Debenedetti  S. Shvartsman (CBE); J. Rabinowitz  H. Yang (CHM); P. Andolfatto (EEB); E. Wieschaus (MOL); O. Troyanskaya (COS); C. Broedersz  A. Leifer  B. Machta (LSI Fellows); J. Gadd (LSI). Five hours of lecture  one three-hour lab  one three-hour precept  one required evening problem session."
"1142","003955","Invective  Slander  and Insult in Latin Literature","LAT 210","LA","LAT 108 or equivalent.","This course aims to build skills in reading literary Latin in a variety of genres  both poetry and prose  while introducing students to an important social function shared by many kinds of texts: Winning status and prestige by slandering a rival. The kind of insult that wins over an audience tells us much about Roman values in various realms of public and personal behavior."
"1142","009742","Program and Policy Evaluation","WWS 515","","WWS 507B/507C or instructor's permission.","This course introduces students to evaluation. It explores ways: to develop and implement research-based program improvement strategies and program accountability systems; to judge the effects of policies and programs; and to assess the benefits and costs of policy or program changes. Students study a wide range of evaluation tools; read and discuss both domestic and international evaluation examples and apply this knowledge by designing several different types of evaluations on programs of their choosing."
"1142","001064","Elementary Chinese I","CHI 101","","No credit is given for CHI 101 unless it is followed by CHI 102..","An intensive introductory course in modern spoken and written Chinese  stressing oral-aural facility and the analysis of structure."
"1142","010069","Introduction to the History of Art: Ancient to Medieval","ART 100","LA","","An introduction to art and architecture from Antiquity to the late Middle Ages  including non-Western traditions. The course gives an overview of key monuments and works of art from diverse historical periods  regions  and cultures and introduces students to the basic interpretative tools of art historical research as well as to the history of the discipline."
"1142","001800","Chemical Reactor Engineering","CBE 504","","","Stoichiometry. Reaction kinetics and mechanisms. Types of chemical reactors. Steady-state and dynamic behavior of reactors. Mixing and non-ideal reactors. Porous catalysts. Stability and multiplicity. Multiphase reactors."
"1142","005856","Making Sense of the Civil War","FRS 127","HA","","http://www.princeton.edu/pub/frs"
"1142","009672","Advanced Design Studio","ARC 404","","This course is open to senior Architecture concentrators ONLY..","The Advanced Design Studio examines architecture as cultural production  taking into account its capacity to structure both physical environments and social organizations. A specific problem or topic area will be set by each studio critic  and may include a broad range of building types  urban districts or regional landscapes  questions of sustainability  building materials or building performance. Studio work will include research and data gathering  analysis and program definition. Students are expected to master a full range of design media  including drawing  model-making and computer-aided design."
"1142","002711","Special Studies in the 18th Century - What We Talk About When We Talk About Form","ENG 545","","","This course on kinds of eighteenth-century British literature--epic  pastoral  georgic  allegory  tragedy  comedy  novel--will subject the question of form and relations among form  mode  genre  history and matter to theoretical scrutiny. We will look back at varieties of old formalism  asking what they might have to offer a new formalism that continues to be slightly embarrassed by form. And we will consider possible intersections between the new metaphysics and a literary formalism that tends to think about the relationship between form and matter in terms of historical - rather than other sorts of materialisms."
"1142","001832","Hydrodynamics of Multi-phase Systems","CBE 560","","","Complexity of muti-phase flows. Course addresses common questions concerning the analysis of multi-phase and granular flows: fluid-particle and particle-particle interations; formulaton of averaged equations of motion; rheological models; stability and hierarchy of non-uniform structures; and computational approaches to dispersed multi-phase flows."
"1142","001090","Classical Mythology","CLA 212 HUM 212 GSS 212 HLS 212","LA","","An introduction to the classical myths in their cultural context and in their wider application to human concerns (such as creation  sex and gender  identity  transformation  and death). The course will offer a who's who of the ancient imaginative world  study the main ancient sources of well known stories  and introduce modern approaches to analyzing myths."
"1142","008403","Financial Risk Management","ORF 535 FIN 535","","","This course covers the basic concepts of modeling  measuring and managing financial risks. Topics include portfolio optimization (mean variance approach and expected utility)  interest rate risk  pricing and hedging in incomplete markets  indifference pricing  risk measures  systemic risk."
"1142","011153","Climate: Past  Present  and Future","GEO 102 ENV 102","STL","High School Calculus.","An introduction to the processes and conditions that control Earth's climate; an overview of past climate evolution from the time of Earth's origin to the period of human history; and an investigation of ongoing climate changes and those predicted for the future  including the capacity of human activities to alter climate and the impacts of climate change on environment and society. Intended primarily for students not concentrating in science or engineering."
"1142","012548","Advanced Topics in Computer Science - Surveillance and Countermeasures","COS 597","","","Course surveys research on surveillance technologies and technical countermeasures. Readings come mostly from computer science research literature  with some legal and policy readings for context. Coursework includes reading and discussion  a few short writing assignments  and a substantial student-chosen course project. Course is designed for students with a solid grounding in computer science. Students unsure of their suitability should contact professor."
"1142","012454","Notes on Color","VIS 441 CWR 441 DAN 441 THR 441","LA","Any 200-level","This seminar will explore the idea of color through a wide range of scientific  philosophical and aesthetic theories. While the eyes of normally sighted human beings render color in roughly the same manner  our reactions and ability to \"see\" color vary. Far from being a fixed entity  color is a deeply personal and psychological component of human perception and art. In addition to readings  presentations  and discussions  students will be required to keep two kinds of color diaries-one using portable watercolors and another using language-to chronicle their color perceptions  as well as write a paper on an artwork they encounter on campus."
"1142","009048","Human Rights in an Age of Terror","WRI 177","","","See the Princeton Writing Program website."
"1142","001448","Advanced Econometrics: Nonlinear Models","ECO 519","","","This is half of the second-year sequence in econometrics methodology (ECO 513 is the other). The course covers nonlinear statistical models for the analysis of cross-sectional and panel data. It is intended both for students specializing in econometric theory and for students interested in applying statistical methods to statistical data. Approximately half of the course is devoted to development of the large-sample theory for nonlinear estimation procedures  while the other half concentrates on application of the methods to various econometric models."
"1142","001780","Catalytic Chemistry","CBE 421 CHM 421 ENE 421","","CHM 303.","Concepts of heterogeneous catalysis applied to chemical processes. Major industrial processes based on heterogeneous catalysis  including ammonia synthesis  partial oxidation  petroleum refining  and environmental control. The major classes of heterogeneous catalysts  such as solid acids and transition metals  and the classes of chemical reactions catalyzed by these materials. Processing conditions and reactor design are considered. Fundamentals of surface reactivity will be explored."
"1142","004882","Advanced Korean I","KOR 301","","KOR 107 or placement test..","Advanced Korean is designed to develop fluency in both oral and literary skills. Expansion of vocabulary  practice in reading comprehension as well as active skills of conversation and writing are stressed through short readings and class discussion. Readings include different styles of writings on various topics including Korean culture  society  and history. 100 characters of Hanjas are introduced."
"1142","002722","Studies in the American Novel - Realism to Modernism and Back","ENG 559","","","This course examines a range of American realist and naturalist texts in order to test changing notions of narrative progression  literary style  and ethical understanding. The ongoing coherence of a realist legacy is apparent in both the resistance to an assortment of modernist strategies and yet their gradual translation into modes that enforce certain conventional realist ideas about character  selfhood  agency  and event."
"1142","008464","Numbers  Equations  and Proofs","MAT 214","QR","","An introduction to classical number theory  to prepare for higher-level courses in the department. Topics include Pythagorean triples and sums of squares  unique factorization  Chinese remainder theorem  arithmetic of Gaussian integers  finite fields and cryptography  arithmetic functions and quadratic reciprocity. There will be a topic  chosen by the instructor  from more advanced or more applied number theory: possibilities include p-adic numbers  cryptography  and Fermat's Last Theorem. This course is suitable both for students preparing to enter the Mathematics Department and for non-majors interested in exposure to higher mathematics."
"1142","010775","Italian Civilization Through the Centuries","ITA 220","LA","Italian 107 or Instructor's permission..","This course is designed to give an overview of pivotal moments in Italian culture  such as the relationship between Church and Empire in the Middle Ages  Machiavelli's political theory during the Renaissance  and the rise and fall of Fascism in the 20th century. Through the examination of the most relevant intellectual  historic  and artistic movements and their main geographical venues  students will be able to acquire a comprehensive understanding of the development of Italian history and civilization."
"1142","008724","Engineering in the Modern World","CEE 102 EGR 102 MAE 102","STL","","Lectures and readings focus on bridges  railroads  power plants  highways  airports  harbors  automobiles  aircrafts  computers  and the microchip. The laboratory centers on the scientific analyses that are the bases for these major innovations. The experiments are modeled after those carried out by the innovators themselves  whose ideas are explored in the light of the social contexts within which they worked."
"1142","008269","Advanced Topics in Fluid Mechanics I - Numerical Methods for Engineering","MAE 559","","","Introduction to numerical methods for the solution of problems relevant to engineering. Topics include numerical interpolation  differentiation  and integration and solution methods for initial value ordinary differential equations (explicit/implicit  stiff/non-stiff)  boundary value ordinary differential equations (direct/shooting)  and partial differential equations (hyperbolic/parabolic/elliptic). Emphasis is on the analysis of these methods for their accuracy  stability  and convergence."
"1142","008334","Genius","WRI 125","","","See the Princeton Writing Program website."
"1142","006712","Seminar in Golden-Age Literature - Five Ways of Reading \"Don Quijote\"","SPA 538 COM 512","","","This course explores Cervantes' seminal text from historical  philosophical  literary  medical  and visual perspectives."
"1142","012468","Judaism  Christianity  and Islam: Origins and Religion in Mediterranean Antiquity","REL 248","HA","","The period studied in this course saw wide-ranging transformations that inform religion and culture to this day  such as the emergence of the traditions now called Judaism  Christianity and Islam  a spread in allegiance to a single God  and a decline in public animal sacrifice. The course will introduce students to a critical examination of these changes. We will learn to identify patterns across different traditions  uncover the ways these traditions shaped one another  trace the development of beliefs from their earliest forms  and analyze the social and political context of these changes."
"1142","009053","Topics in Policy Analysis (Half-Term) - GIS for Public Policy","WWS 593","","","This course is designed as a practical introduction to the use of computer mapping (Geographic Information systems) for policy analysis and decision-making. Students learn ArcGIS through examples of map applications. Students are expected to complete exercises and a final project applying GIS to a policy issue."
"1142","009046","Fakes  Frauds  and Charlatans","WRI 176","","","See the Princeton Writing Program website."
"1142","006883","Social Organization of Cities","WWS 537 SOC 537","","","A review of the historical emergence and social evolution of cities and urban life. Course presents current theories regarding the ecological and social structure of urban areas  and how urban social organization affects the behavior and well-being of human beings who live and work in cities."
"1142","003930","Advanced Japanese I","JPN 301","","JPN 107. Students should have completed Intermediate (second-year) Japanese or equivalent as a prerequisite to admission in JPN 301.","This course is designed to further students' reading ability. Students will have ample opportunity to hear and use increasingly more sophisticated vocabulary and grammatical construction through discussion and composition. Japanese video tapes will also be incorporated into the course. Reading materials include \"Tobira\" and selected readings from works in the original language."
"1142","010857","Critical Perspectives on Global Health and Health Policy","GHP 350 WWS 380 ANT 380","SA","","Taking an interdisciplinary approach  the course identifies the main actors  institutions  knowledge and values at work in the field of global health  and explores the environmental  social  political  and economic factors that shape patterns and variations in disease and health across societies. Topics include: technology and public health; development and the governance of disease; human rights and social justice; the shifting role of states  civil society  and public-private partnerships in health care delivery. Students are encouraged to think creatively about health problems and to envision innovative and effective interventions."
"1142","000234","Topics in Social Anthropology - Intersubjectivity and Ethnography","ANT 541","","","This course brings theories of intersubjectivity to bear on interlocution-based ethnographic field research. Intersubjectivity in modern clinical psychoanalysis focuses on how meaning develops out of relationships w/ persons & material or spiritual objects  including w/ the therapist; interlocution-based fieldwork focuses on experience-near  face-to-face forms of learning -- conscious/unconscious messages in talking & bodily communication. How might key concepts such as object relations  transference and the intersubjective third help us understand the relation of ethnographers to their interlocutors  and lead to ways of thinking and knowing?"
"1142","000359","Mapping the City","ARC 525 ART 524 MOD 524","","","This is a course that studies relationships between the cinema and the city. Since 1895  the cinema has imposed its representational forms and points of view on the city  until consciousness of the city has come to resemble its cinematic representations. Simultaneously  expansive suburban growth  massive skyscraper development  urban renewal and reconstruction projects  the architectural spectacle and theme parks have transformed the form of the city. This course examines the relationship between these two forms of mapping the city: cinematic representation of urban space and architectural representation of urban form."
"1142","012550","Climate Change  Adaptation and Urban Design","ARC 519","","","Climate change adaptation is a pressing and difficult challenge to urban design  ecological and engineering planning theory and practice. It is clear that architects  planners  engineers and designers have an important role to help cities contend with climate adaptation. This seminar reviews the general state of science and practice of climate change and adaptation with a primary focus on the United States. It looks to the work of Frederick Law Olmsted for some of the theoretical basis of developing an approach to climate adaptation that is democratic and progressive and evaluate the impediments which restrict change."
"1142","006268","Beginner's Russian I","RUS 101","","","The objective of RUS101 is to give a basic knowledge of Russian. All aspects of introductory grammar are thoroughly presented in this course  with emphasis on conversation throughout the term. All additional materials are available on the web."
"1142","005101","Intermediate Modern Greek","HLS 105 MOG 105","","HLS 102 or permission of instructor.","To improve the students' oral and written skills and introduce them to themes in the Hellenic tradition through readings in Modern Greek literature."
"1142","003084","Topics in Paleoecology  Paleoclimatology  and Paleoceanography - Volcanism and Climate Change","GEO 539","","","This course concentrates on the rapid short-term climate change of 4 and 8 degrees C in the oceans and land  respectively  near the end of the Cretaceous and evaluates whether greenhouse gas emissions (CO2  SO2) from Deccan volcanism in India could be the cause. Emerging new data on the quantity  rate and tempo of volcanic eruptions will be integrated in new climate models and compared with past models."
"1142","001328","Classical Japanese Poetics","EAS 543","","","Reading of poetic works from pre-Meiji Japan together with an introduction to relevant topics including: commentaries and reception  book history and manuscript transmission  historical and social background  and the use of modern reference tools."
"1142","004483","Topics in the History of Opera - Monteverdi's L'incoronazione di Poppea","MUS 515 COM 517","","","The seminar focuses on L'incoronazione di Poppea (1643)  Monteverdi's final and most controversial opera. Conducted in conjunction with the rehearsals and production of the opera in MUS 214  the seminar considers Poppea in the context of seventeenth-century Venetian history  cultural  and literature and also examines the problems of producing baroque opera today  including staging  editing and performance practice. Students from other departments welcome; basic ability to read scores required."
"1142","012048","Art for Everyone","VIS 219","LA","Restriction: This course is not open to students who took VIS 472  Special Topics in Visual Arts - Art for Everyone.","This studio class will address the increasing social pressure on art to become more widely distributed  immediately accessible  and democratically produced. For the past fifty years  expanding definitions of what art might be fueled by a greater emphasis on active audience participation have encouraged an atmosphere in which anyone can claim to be an artist. Through studio work in a wide range of graphic and digital media  supported by readings and discussions  this class will take a hands-on approach to the question of whether art by everyone for everyone constitutes a dreamed-of utopia  a universal banality  or a cultural nightmare."
"1142","001388","Microeconomic Theory","ECO 300","SA","Prerequisites: ECO 100 and MAT 103..","This is an intermediate microeconomics course. The general themes are: (1) choices made by individual consumers and firms  (2) equilibrium of the interaction of these choices in markets and (3) the role of government policy in improving economic outcomes. Some new concepts and techniques are developed  especially for studying behavior under uncertainty  and strategic interactions (game theory). The theory of each topic is accompanied by evidence  illustrations  and applications."
