termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1154","000882","Laboratory in Molecular Biology","Aleksandra Snyder|David Swope","MOL 350","STL","MOL 342 (or permission). This course is required for Molecular Biology Majors..","The major objective of the course is to introduce students to a variety of tools required to conduct independent research in the field of molecular biology. While completing original research  students will employ a number of techniques that are used by molecular biologists  molecular geneticists  and biochemists. Upon completion of the course  students should have gained an understanding of how  when and why certain techniques and skills are used in a research setting. In addition  students will learn to write a research report modeled on the scientific literature."
"1154","012516","Topics in Differential Topology - Classification problems for smooth manifolds","Zoltán Szabó","MAT 566","","For advanced level undergraduates and graduate students. Undergraduates must request permission of instructor..","In the first part of course  we will study Morse theory  characteristic classes  and the h-cobordism theorem in higher dimensions. In the second part of the course  we will study problems for knots and three- and four-manifolds"
"1154","011660","Responsible Conduct of Research in Political Science","Kristopher W. Ramsay","POL 599","","","This seminar is concerned with the professional obligations of political science researchers. This course is designed to raise those concerns and develop in students an appreciation for the issues that they might confront as they do their work. Topics addressed includes the relationship of political science as an academic discipline to democratic politics and institutions  advocacy and objectivity in political science  plagiarism and academic misconduct  human subjects and fieldwork in research  institutional review boards  funding sources and intellectual integrity  collaboration  and mentoring."
"1154","006809","Psychology for Policy Analysis and Implementation","Alin I. Coman|Elizabeth L. Paluck","WWS 502","","","Course covers basic concepts and experimental findings of psychology that contribute to an understanding of the effects of policy on human behavior and well-being; and psychological factors that affect the formulation  communication  and execution of policy. Topics include a descriptive analysis of boundedly rational judgment and decision making  a consideration of social motives and attitudes  and an introduction to the ways in which agents influence and negotiate with one another  including an examination of the psychological roots of conflict."
"1154","012349","Art and Politics in Postcolonial Africa","Chika O. Okeke-Agulu","ART 261 AAS 261","LA","","This seminar examines the impact of the IMF's Structural Adjustment Program  military dictatorships  and political crises on artistic production in the 1980s  and the dramatic movement of African artists from the margins of the international art world to its very center since the 1990s. How familiar or different are the works and concerns of African artists? What are the consequences  in Africa and the West  of the international success of a few African artists? And what does the work of these Africans at home and in the West tell us about the sociopolitical conditions of our world today?"
"1154","008487","Information Retrieval  Discovery  and Delivery","Andrea S. LaPaugh","COS 435","","COS 226 and some familiarity with linear algebra..","This course examines the methods used to gather  organize and search for information in large digital collections (e.g. web search engines). We study classic techniques of indexing documents and searching text and also new algorithms that exploit properties of the Web (e.g. links) social networks and other digital collections  including multimedia collections. Techniques include those for relevance and ranking of documents  exploiting user history  and information clustering. We also examine systems aspects of search technology: how distributed computing and storage are used to make information delivery efficient."
"1154","012344","Mathematical Analysis of Massive Data Sets","Amit Singer","MAT 585 APC 520","","Introductory to Real Analysis (MAT 314/320) or Integration Theory and Hilbert Spaces (MAT 332).","This course focuses on spectral methods useful in the analysis of big data sets. Spectral methods involve the construction of matrices (or linear operators) directly from the data and the computation of a few leading eigenvectors and eigenvalues for information extraction. Examples include the singular value decomposition and the closely related principal component analysis; the PageRank algorithm of Google for ranking web sites; and spectral clustering methods that use eigenvectors of the graph Laplacian."
"1154","001287","Intellectual History of China from the Ninth to the 19th Century","Willard J. Peterson","EAS 416 HIS 416","HA","A prior course in East Asian Studies is desirable but not required..","The course centers on the changing role of the intellectual elite -- how they were recruited  their relationship to holders of powers  their attitudes toward the past and their cultural heritage. The aim of the course is to provide a clearer understanding of the burdens and privileges of intellectuals in Chinese society."
"1154","000389","Founding  Building  and Managing an Architectural Practice - Business and Legal Issues in Architectural Practice","J. Robert Hillier","ARC 563","","","Review and analysis of the dynamics and process inherent in starting  developing  managing and operating an architectural practice  including marketing  finance  human resources  project process  liability  insurance  and general management. Areas of particular emphasis include project accounting  public presentations  and the development of a business plan."
"1154","002735","Literature and Society - Where is Now? The 21st Century Novel","Sarah A. Chihaya","ENG 574","","","This course will consider the state of the novel  post-2000. The diverse texts we will examine explore shifting narratives of global circulation  historical change  technological development  and environmental disaster  among other concerns of the new century. We will also consider selections from contemporary critical and theoretical investigations into these issues."
"1154","008375","Preserving the Past","Emma K. Ljung","WRI 146","","","See the Princeton Writing Program website."
"1154","003259","Greek Historians - Thucydides","Nino Luraghi","CLG 304","HA","CLG 105 and CLG 108..","Intensive examination of Thucydides  with special emphasis on his philosophy of history  historical method  narrative strategies  and the question of his reliability as an historical source for the study of the Peloponnesian War."
"1154","012997","Topics in Probability  Statistics and Dynamics","Mykhaylo Shkolnikov","MAT 589","","Undergraduates must request permission of the instructor..","This course covers current topics in Probability  Statistics and Dynamics. More specific topic details provided when the course is offered."
"1154","007907","Playwriting II: Intermediate Playwriting","Branden K. Jacobs-Jenkins","THR 305","LA","THR 205 and Program Director's permission. Please contact Professor Tim Vasen for more information at: tvasen@Princeton.edu.","A continuation of work begun in Introductory Playwriting  in this class  students will complete either one full-length play or two long one-acts (40-60 pages) to the end of gaining a firmer understanding of characterization  dialogue  structure  and the playwriting process. In addition to questions of craft  an emphasis will be placed on the formation of healthy creative habits and the sharpening of critical and analytical skills through reading and responding to work of both fellow students and contemporary playwrights of note."
"1154","012685","How to Write A Song","Paul B. Muldoon","CWR 211 MUS 212","LA","Some familiarity with writing and/or music composition/performance. Please visit the Creative Writing Program website for application information. This course cannot be audited.","An introduction to the art of writing words for music  an art at the core of almost every literary tradition from Homer through Beowulf to W.B Yeats and beyond. Composers and writers will have the opportunity to work in small songwriting teams to respond to such emotionally charged themes as Contempt  Gratitude  Revenge  Desire  Disgust  Joyousness  Remorse  Loneliness  Despair and Defiance. Assignments are based on study of a range of works in the popular song tradition. There will be several class visits from distinguished singers/songwriters. The final exercise will be a public showcase of work from the semester."
"1154","003153","Topics in German Drama and Theater - Female Sacrifice and the Political Order","Joel B. Lande","GER 301 HUM 301","LA","","This class seeks to understand one of the most puzzling but consistent themes in European literature: the achievement of stability through the sacrificial death of a woman. While this theme persists across history--from Greek tragedy to Latin history and epic to modern drama--the underlying belief in the efficacy of violence performed upon the female body undergoes remarkable changes. We will discuss a variety of resources and traditions  including visual art  but place some emphasis on classical German tragedy. We will also consider theoretical texts by Aristotle  Barthes  Cavell  Girard  Loraux. All readings and discussion in English."
"1154","008546","Environmental Chemistry of Soils","Satish C. Myneni","GEO 470 CHM 470","","Prerequisites: CHM 331  or any other basic chemistry course..","Focuses on the inorganic and organic constituents of aqueous  solid  and gaseous phases of soils  and fundamental chemical principles and processes governing the reactions between different constituents. The role of soil chemical processes in the major and trace element cycles  and the biogeochemical transformation of different soil contaminants will be discussed in the later parts of the course."
"1154","011898","Asian Wars  American Politics  Hollywood Cinema","David Leheny","EAS 338 POL 354 AMS 356","SA","","American cinema has long been one of the world's most important sources of entertainment  and has been examined both at home and abroad for the political messages embedded in its films. This course investigates the presentation of American engagement in Asia over the past half-century  examining depictions of the United States and of Asian allies and opponents alike. Our focus will be on public representations of international relations -- particularly through war and economic conflict -- but we will also ask how changing images of the United States  as well as evolving practices in the film industry itself  shape how Asia appears on film."
"1154","008620","Seminar in Literary Theory","Maria Gabriela Nouzeilles","SPA 583","","","What is the \"matter\" of theory  its basic content and scope? This seminar studies the main trends in modern theoretical thought from Russian Formalism and their reduction of literature to formal systems of signification and the Frankfurt School's readings of mass culture  to most recent interpretations of the role of power in cultural production in Foucault  Deleuze  Sarduy  Spivak  Rama  Hall  and others. This seminar seeks to develop a coherent overall overview that incorporates philosophical and social perspectives on the fundamental questions of critical thinking."
"1154","011874","American Political Institutions","John Kastellec","POL 542","","","This seminar is part of the two-course sequence of the core curriculum in American politics and provides an introductory survey of American political institutions. Provides an overview of the various problems for which institutional solutions are sought (e.g.  problems involving collective action  delegation  and social choice) as well as a detailed assessment of some of the scholarly literature that investigates political institutions."
"1154","001386","Statistics and Data Analysis for Economics","Ulrich K. Mueller","ECO 202","QR","MAT 103.","An introduction to probability and statistical methods for empirical work in economics. Probability  random variables  sampling  descriptive statistics  probability distributions  estimation and hypotheses testing  introduction to the regression model."
"1154","011559","Screenwriting: Creating Visual and Emotional Unity","Christina Lazaridi","CWR 349 VIS 349","LA","Interested students complete a Creative Writing application (please visit the program website) by attaching a statement about why they want to take the course and  optionally  a 3-4 page creative writing sample in any genre..","How does a screenwriter  organize and develop the ideas that will form a feature narrative script? In this class  students will become familiar with feature film structure  plot evolution  character development  scene shaping and dialogue  and effective techniques for achieving the complex visual and emotional rhythm required by compelling narrative scripts. Moving from their initial idea to outline and scene formation while analyzing examples of classic and contemporary films  students will tackle the unique challenges and opportunities of crafting a feature length screenplay."
"1154","005647","Childhood Psychopathology","James P. Hambrick","PSY 319","SA","PSY 207 or PSY 254.","Examines major forms of childhood psychopathology  including autism and other life-span disorders. Issues such as childhood trauma  prevention  and continuity in the development of later adult disorders are also considered. Observations of and interactions with children with autism are also included in the course."
"1154","008340","Reason and Religion","Megan B. Abbas","WRI 130","","","See the Princeton Writing Program website."
"1154","003931","Advanced Japanese II","Hisae Matsui|Shinji Sato","JPN 302","","","The course is designed to further students proficiency in four skills aiming at ACTFL-ETS advanced level. Reading materials include the Japanese anime \"Sen to Chihiro no Kamikakushi (Spirited Away)\" and selected readings from works in the original language."
"1154","005579","The Brain: A User's Guide","Barry L. Jacobs","PSY 208","EC","","The course provides a basic introduction to neuroscience  especially as it impacts upon practical issues: mental disease  drugs  neurological disorders  development  learning  memory  etc. It is intended for students who are not planning to concentrate in the life sciences. It is hoped that some students may get stimulated by this course and decide to concentrate in aspects of psychology  biology  philosophy  or engineering as they relate to mind and brain."
"1154","013092","Electronic Circuits: Devices to IC","Kaushik Sengupta","ELE 304","","ELE 203  ELE 206  ELE 208  ELE 301.","The course will cover topics related to electronic system design through the various layers of abstraction from devices to ICs. The emphasis will be on understanding fundamental system-design tradeoffs  related to the speed  precision  power with intuitive design methods  quantitative performance measures  and practical circuit limitations. The understanding of these fundamental concepts will prepare students for a wide range of advanced topics from circuits and systems for communication to emerging areas of sensing and biomedical electronics."
"1154","013142","Ghosts  Vampires  and Zombies in Irish Literature and Theatre","Fintan O'Toole","FRS 168","LA","","See website"
"1154","007261","Advanced Sculpture","Martha Friedman","VIS 421","LA","VIS 203/204  or VIS 221/222  or VIS 231/232  or VIS 331/332 or instructor's permission..","In this course  each student will determine a specific theme that they will poke  prod and refine throughout the semester  ultimately completing three fully realized  thematically-linked sculptures and/or installations. While wood  metal and plaster will be readily available  various mixed media and experimental materials and approaches are highly encouraged. Regular individual and group critiques monitor the progress of each project. In addition  the class will collaboratively complete and install and outdoor public sculpture somewhere on campus. Field trips and image driven discussions will be part of the course."
"1154","004333","The Structure and Meaning of Words","Edwin S. Williams","LIN 306","EC","LIN 201.","The course will treat the structure of words and the structure of the overall lexicon for human languages. Topics included will be: the rules of word formation; the relation between syntax and the lexicon; the psychology of the lexicon  including an examination of studies of the storage and access of lexical items; the semantics of complex words; the phonology of word formation; lexical redundancy and the learning of the lexicon. Students will prepare one short class presentation on a topic in consultation with the instructor."
"1154","005192","High-Energy Physics","Mariangela Lisanti","PHY 529","","","An overview of modern elementary particle physics and the Standard Model. Specific topics include: weak decays  W and Z physics  deep inelastic scattering  CP violation  neutrino oscillations  Higgs searches  with an emphasis on areas of current interest."
"1154","013056","Making Sense of the City","Johana Londoño|Mariana Mogilevich","ARC 449 HUM 449 URB 449","LA","","This course starts from the premise that to engage the spatial politics of cities of the Americas  we must engage with the senses. We will ask how vision  affect  and smell shape our understandings of and connections to urban space. And conversely  how different spaces condition our sensorial experiences. Employing the critical  interpretive and theoretical knowledge of the humanities  we examine how these sensorial markers of belonging in urban spaces relate to and expand social markers of citizenship  political boundaries  gender  class  race  and ethnicity."
"1154","003245","Ancient Greek: An Intensive Introduction","Emmanuel C. Bourbouhakis","CLG 103","","","This is an intensive introduction to Ancient Greek. It covers in one semester material usually done in the two-semester introductory sequence (CLG 101/102). Students who complete this course can take CLG105 in the Fall and CLG108 in the Spring. This course aims at providing a reading knowledge of Classical Greek  quickly. Students are expected to be motivated and will have to set aside sufficient time for daily assignments."
"1154","001095","The Roman Republic","Edward J. Champlin","CLA 218 HIS 218","HA","","A study of the causes and consequences of one small city-state's rise to world empire  through analysis of primary sources in translation. Emphasis on the development of Roman society  and the growth and demise of republican government."
"1154","007998","Optimization","Robert J. Vanderbei","ORF 307 EGR 307","","MAT 202 or 204. Basic computer programming knowledge suggested..","Many real-world problems involve maximizing a linear function subject to linear inequality constraints. Such problems are called Linear Programming (LP) problems. Examples include min-cost network flows  portfolio optimization  options pricing  assignment problems and two-person zero-sumgames to name but a few. The theory of linear programming will be developed with a special emphasis on duality theory. Attention will be devoted to efficient solution algorithms. These algorithms will be illustrated on real-world examples such as those mentioned."
"1154","011331","Women and Gender in Early Modern England","Eleanor K. Hubbard","HIS 454 GSS 454","HA","","In this seminar we will explore women's lives in early modern England  ideas about gender and sex  and the interactions of people and ideas. While we will cover exceptional women (queens  witches  writers)  we will focus on the ordinary women who made up the majority of the population. Readings will be drawn largely from primary texts  including letters  memoirs  testimony  ballads  ephemera  and advice books. By exploring how legal and religious institutions shaped women's lives  we will gain insight into major issues (family  law  poverty  consumption  crime  the social order  etc.) in early modern English society as a whole."
"1154","013012","Decision Modeling in Business Analytics","Mengdi Wang","ORF 360","","ORF 245  ORF 307  ORF 309  or approval by instructor.","This is an introductory course to decision methods and modeling in business and operations management. The course will emphasize both mathematical decision-making techniques  as well as popular data-based decision models arising from real applications. Upon completion of this course students will have learned analytical tools for modeling and optimizing business decisions. From a practical perspective  this will be a first course that gives an overview of advanced operations research topics including revenue management  supply chain management  network management  and pricing."
"1154","010455","Reasoning about Computation","Shiva Kintali","COS 340","QR","COS 126 and 226 (or sufficient mathematical background)  and MAT 175  202  204. COS 226 can be taken along with COS 340 in the same term. Please contact the professor directly with any questions you may have..","An introduction to mathematical topics relevant to computer science. Combinatorics and probability will be covered in the context of computer science applications. The course will present a computer science approach to thinking and modeling through topics such as dealing with uncertainty in data and handling large data sets. Students will be introduced to fundamental concepts such as NP-completeness and cryptography that arise from the world view of efficient computation."
"1154","010277","Engineering Projects in Community Service (EPICS): Non-credit","Jay B. Benziger|Michael G. Littman","EGR 450","","Seniors only (except for juniors who have completed EGR 351)..","In the Engineering Projects in Community Service (EPICS) program  students earn academic credit for their participation in multidisciplinary design teams that solve technology-based problems for local not-for-profit organizations. The teams are: multidisciplinary--drawing students from across engineering and around the university; vertically-integrated--maintaining a mix of sophomores through seniors each semester; and long-term--each student may participate in a project for up to six semesters. The continuity  technical depth  and disciplinary breadth of these teams enable delivery of projects of significant benefit to the community."
"1154","008762","Ethics of Human Experimentation  The","Andrew P. Zwicker","WRI 167","","","See the Princeton Writing Program website."
"1154","011951","Islam Across the Indian Ocean","Michael F. Laffan","HIS 537","","","This seminar will consider Islam and mobility across the Indian Ocean  discussing ways that Southeast Asians  Africans  and Indians have created their distinct communities while nonetheless declaring themselves to be of one discrete entity: the Umma. Alongside discussions of knowledge creation  orientalism and nationalism  the seminar will also explore issues relating to global projects for religious and political reform  using Indonesia as a primary example."
"1154","009161","Computational Finance in C++","Michael G. Sotiropoulos","ORF 531 FIN 531","","Basic knowledge of C++ programming and Microsoft Excel usage. Junior & Senior enrollment by Instructor permission only--must contact instructor PRIOR to signing up..","The intent of this course is to introduce the student to the technical and algorithmic aspects of a wide spectrum of computer applications currently used in the financial industry  and to prepare the student for the development of new applications. The student will be introduced to C++  the weekly homework will involve writing C++ code  and the final project will also involve programming in the same environment."
"1154","004401","Music Theory through Performance and Composition","Dmitri Tymoczko","MUS 106","LA","MUS 105 or permission of the instructor. This course is a prerequisite for all upper-level theory work  and should be taken by any freshman considering majoring in music  entering the Certificate Program  or taking upper-level music courses..","A continuation of MUS 105  with an emphasis on the harmonic and formal principles of Western classical music. We will focus on modulation  chromatic harmony  and form  continuing to study and compose music in classical and other styles."
"1154","008172","Analysis III: Integration Theory and Hilbert Spaces","Mihalis Dafermos","MAT 425","QR","MAT 215  218 or equivalent..","The theory of Lebesgue integration in n-dimensional space. Differentiation theory. Hilbert space theory and applications to Fourier Transforms  and partial differential equations. Introduction to fractals. This course is the third semester of a four-semester sequence  but may be taken independently of the other semesters."
"1154","011454","Algebraic Geometry","Shou-Wu Zhang","MAT 457","","","Introduction to affine and projective algebraic varieties over fields."
"1154","013036","Contact: The Archaeology of Interaction in the Ancient Mediterranean","Nathan T. Arrington","FRS 126","HA","","See website"
"1154","002078","Computer Networks","Nick Feamster","COS 461","","COS 217.","This course studies computer networks and the services built on top of them. Topics include packet-switch and multi-access networks  routing and flow control  congestion control and quality-of-service  Internet protocols (IP  TCP  BGP)  the client-server model and RPC  elements of distributed systems (naming  security  caching) and the design of network services (multimedia  file and web servers)."
"1154","013187","Twelve Ecologies of the Envelope","Alejandro Zaera-Polo","ARC 423","","","This seminar is aimed to develop and discuss a new theory of the building envelope  able to replace the historical disciplines of the facade. The focus lies between technology and theory and the method will be research driven. The hypothesis of this seminar is that the envelope's performance occurs primarily through material embodiments rather than through superficial  ornamental representation. The discussion will depart from the concept of façade material assemblage  which addresses the evolution of artificial ecologies as a method. We have identified 12 façade assemblages to structure this theory  and we will devote one session to each."
"1154","010416","Topics in Ethnography (Half-Term) - Oral History and Ethnography","Mitchell Duneier|Alessandro Portelli","SOC 550","","","This seminar seeks to understand how oral history can be used to improve ethnographic work  focusing on problems of representation  methodology  and knowledge production."
"1154","001483","Civitas Foundation Finance Seminar","Maryam Farboodi","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1154","012111","Grand Strategy","Aaron L. Friedberg|G. John Ikenberry","WWS 315 POL 393","SA","Some knowledge of U.S. European  and/or Asian history is essential  through there are no prerequisite courses.","Grand strategy is the broad and encompassing policies and undertakings that political leaders pursue-financial  economic  military  diplomatic-to achieve their objectives inpeacetime and in war. This course will examine the theory and practice of grand strategy both to illuminate how relations among city-states  empires  kingdoms and nation states have evolved over the centuries and also to identify some common challenges that have confronted all who seek to make and execute grand strategy from Pericleses to Barack Obama."
"1154","011049","Asian Capital Markets","Jean-Christophe de Swaan","ECO 492","SA","For those who are unable to register because the course is full  please contact Professor De Swaan directly (jdeswaan@princeton.edu). Juniors need special permission from instructor to enroll..","Course explores the increasing weight of Asia in global financial markets and its implications. It frames the discussion in the context of the globalization of financial markets  with emphasis on concepts of economic development  institutional reform of markets  and public and private market investments. Discussions combine analysis of historical trends and recent data and events with insights from practical experience in Asian markets. Course explicitly considers China's gradual shift toward a capital market-based financial system and its implications  as well as the potential revival of Japanese capital markets."
"1154","003158","German Intellectual History - Labyrinths of Literature","Inka Muelder-Bach","GER 306","EC","","In literature and art  dance and architecture the labyrinth delineates a path which has been interpreted in various ways  as a figuration of the polarity of chaos and order  for example  or as a trajectory of initiation symbolizing the experience of separation  desorientation and rebirth. On the basis of selected pictorial material as well as selected readings of the myths of Theseus and Dedalus  the seminar will focus on the relation between the structure of the maze and narrative structures in 20th century German literature."
"1154","010776","Intimate Geographies: Space and Place in Modern Hebrew and Arabic Literature","Lital Levy","COM 388 JDS 388 NES 388","LA","","What are the meanings of space and place for people in a region where geography is overwhelmingly politicized? This course will explore the fictional and autobiographical poetics of social space as expressed in literature and film from Israel and the Arab world. Although these works focus on dramas of love and loss  friendship and the family  we will also see how political conditions influence personal and collective experiences of space. Along the way  we will gain additional insights from theoreticians who have explored the meanings of space as a place  as a condition  and as a practice. All readings are in English translation."
"1154","011949","Responsible Conduct of Research in Economics","Stephen E. Morris","ECO 505","","","This seminar is designed to help graduate students in economics cultivate ethical research practices they may apply in future work at or beyond the University. Students are encouraged to discuss concerns that may arise during the conduct of their research with experienced faculty and devise solutions for dealing with these concerns. The course provides necessary training for newly mandated RCR training for graduate students supported by government grants  and is required for successful completion of the program."
"1154","000348","The Environmental Engineering of Buildings  Part II","Mahadev Raman","ARC 515","","","Study and evaluation of mechanical and electrical system applications for different building types  including air conditioning  electrical  plumbing and telecommunications. Emphasis on design integration with architecture and structure within the construction process including sustainable design and energy conservation. Introduction to vertical transportation  life safety systems  and intelligent buildings. Emphasis on a conceptual approach using case studies and field trips."
"1154","005185","Advanced Quantum Field Theory","Igor R. Klebanov","PHY 510","","","Relations between Quantum Field Theory and Statistical Mechanics  Renormalization Group  Non-Abelian Gauge Theories  Asymptotic Freedom  Quantum Chromodynamics  Chiral Lagrangians  General Constraints on RG Flows."
"1154","013025","Ethical Dilemmas in a Global Society","Chiara Cordelli","CHV 472 POL 472","EM","","This seminar introduces urgent moral questions in international affairs  with a particular focus on global poverty and inequality. Addressed questions will include: Why do inequalities between countries matter? What do affluent countries owe to poor countries? When should foreign aid begin and stop? Should there be equality of opportunity at the global level? In humanitarian emergencies  are we permitted to help our compatriots first? Do states have a right to exclude needy immigrants? Should developing countries be relieved of the burdens of mitigating climate change? Can NGOs legitimately represent the interests of the global poor?"
"1154","004665","Themes in Islamic Culture - Middle Eastern History","Michael A. Cook","NES 503","","","This semester the course will be a chapter and paper clinic. Each participant will be expected to submit at least one draft chapter or paper to the seminar  and will receive intensive comments and suggestions on both form and substance from the other participants and the instructor. Chapters and papers may relate to any period or aspect of Middle Eastern or Islamic history."
"1154","004173","Theory of Games","Chun-Hung Liu","MAT 378","QR","MAT 202  204  217 or equivalent. MAT 215 or equivalent is recommended..","Games in extensive form  pure and behavioral strategies; normal form  mixed strategies  equilibrium points; coalitions  characteristic-function form  imputations  solution concepts; related topics and applications."
"1154","006705","Methodology of Spanish Language Teaching: Seminar and Practicum","Alberto Bruzos Moro","SPA 500","","","This course is an introduction to key terms and ideas in the field of second-language acquisition and core issues in teaching modern foreign languages  with special attention to Spanish and Portuguese. Students will develop and practice skills and techniques of teaching foreign languages  selection of content and materials  evaluation of student performance  and self-assessment of their own pedagogical practices. The theoretical foundation will be applied to the teaching of the four skills (speaking  listening  reading  and writing). The teaching of culture and the use of new technologies will be also considered."
"1154","003898","Beginner's Italian II","Sara Teardo |Daniela B. Antonucci|Daniele De Feo|Elisa Dossena","ITA 102","","ITA 101 or Permission of Instructor..","Further study of Italian grammar and syntax with increased emphasis on vocabulary and idiomatic expressions. Skills in speaking and writing (as well as understanding) modern Italian will also be further developed. Some aspects of Italian culture and civilization will be touched upon."
"1154","005441","International Political Economy","Joanne S. Gowa","POL 585","","","An introduction to the subfield of international political economy  covering basic topics in the politics of both trade and finance."
"1154","007205","Intermediate Turkish II","Nilüfer Hatemi","TUR 107","","TUR 105 or Permission Of Instructor..","To enable students to communicate in Modern Turkish  and to read Turkish (current events  editorials  literature and academic writings) with some speed and accuracy."
"1154","001408","International Trade","Stephen J. Redding","WWS 301 ECO 352","SA","WWS 300  ECO 300  or ECO 310.","This course examines the causes and consequences of international trade. Why do countries trade? What determines the goods that a country exports and imports? Why do only some firms export? Who gains and who loses from trade? To address these questions  the course develops a number of models  which shed light on several related public policy issues: What are the implications of the growing trade from China and other developing countries? Does international trade explain rising wage inequality? Should governments use trade policy to \"pick winners\"?"
"1154","011507","Social and Political Lives of Humor  The","Timothy C. Haupt","WRI 199","","","See Princeton Writing Program website."
"1154","003856","Investigative Journalism - Fundamentals of Investigative Reporting","James B. Steele","JRN 445","SA","Enrollment by application: http://humanities.princeton.edu/journalism/courses.","This seminar will be a practical introduction to investigative reporting  its history  its techniques and its role in democracy. Students will learn to research  organize and write investigative articles  and will explore investigative reporting's unique position in journalism and the ethical and legal challenges that often arise from controversial reporting. Award-winning journalists will participate as guest lecturers  and students will visit a newsroom."
"1154","002632","19th-Century Poetry","Meredith A. Martin","ENG 346","LA","","How did we get from 1821  when poets were the \"unacknowledged legislators of the world\" (Shelley) to 1939  when Auden wrote \"poetry makes nothing happen\"? This survey of 19th-century British poetry explores poetry's engagement with political and social movements (from education to empire  sexual politics to steam engines). We will think about how and why poets were deeply invested in national movements at the same time that they were ambivalent about their role in society. We will also consider how the afterlife of 19th-century poetry haunts our conception of literary \"modernism.\""
"1154","012264","The Literature of the Past","Andrew M. Feldherr","CLA 224 HUM 224","LA","","We will investigate how and why ancient historians and epic poets wrote about the past  and how the answers to these questions change over time. We will read the Iliad and the Aeneid  and substantial selections from the major Greek and Roman historians: Herodotus  Thucydides  Sallust  Livy  and Tacitus (in English). No previous knowledge of Greek or Latin  or classical civilization  is required. The course is equally appropriate for classics majors and those seeking an introduction to the great writers and great events of antiquity."
"1154","012299","Elementary Biblical Hebrew","Naphtali S. Meshel","JDS 306 REL 316 HEB 306","","","Students will achieve a basic ability to read the Hebrew Bible/Old Testamtent in its original language. During the semester  students will study the grammar and develop their vocabulary. Upon completing the grammar textbook  students will read large passages from the Bible from all genres."
"1154","006333","Topics in Russian Literature or Literary Theory - Tsvetaeva and Pasternak","Olga P. Hasty","SLA 531","","","This seminar is devoted to poetry and prose of the poets Marina Tsvetaeva and Boris Pasternak  and raises questions about auctorial identity in the context of the culture of the time  emigration  and the soviet state."
"1154","012598","The Great War in the Middle East","Michael A. Reynolds","NES 406","HA","","World War I changed - and ended - the lives of millions. Its impact upon the Middle East is widely acknowledged but not often explored. The war destroyed the old imperial Ottoman order  paving the way to the elimination of the Caliphate and the emergence of nation-states across the Middle East and the Caucasus. It fundamentally altered concepts of identity  patterns of authority  notions of religion  and ethnic and political borders. This seminar examines the Great War in the Middle East from right before WWI through the immediate post-war period. Topics include geopolitics  empire  Pan-Islam  nationalism  ethnic conflict  Zionism  and oil."
"1154","006846","Legal and Regulatory Policy Toward Markets","Robert D. Willig","WWS 523","","","This course employs the methods of microeconomics  industrial organization and law and economics to study where market failures warrant gov't intervention with policies implemented through the law or regulatory agencies. Topics include antitrust policy toward business practices and vertical and horizontal combinations; policy approaches toward R&D and intellectual property; reliance on tort law  disclosure law  and regulatory standards to mitigate information and externality problems pertaining to health  safety  and performance risks; and the implications for pricing  entry  and investment of different forms of public utility regulation."
"1154","011863","Neurogenetics of Behavior","Coleen T. Murphy|Mala Murthy","NEU 403 MOL 403","","MOL 214 or 215 and NEU 258 or ISC 235/236 or written permission from the instructor. MOL 342 (Genetics) is recommended.","How do seemingly simple organisms generate complex behaviors? This course will explore our current understanding of the genetic and neural basis for animal behavior  with an emphasis on cutting-edge research and model systems that are amenable to genetic manipulation. Each week we will discuss a new behavior with a focus on the underlying mechanisms; students will also lead discussions of primary literature. The goal of this course is to provide required background  knowledge  and critical thinking skills to move beyond the published literature to proposing original experiments. This effort will culminate in a final paper from each student."
"1154","002134","Advanced Topics in Computer Science - Analytics and Systems of Big Data","Kai Li","COS 598","","","The goal of this seminar is to selectively read and discuss classical and recent publications related to big data. Example systems topics include MapReduce abstraction  key-value stores  globally distributed storage systems  systems for graphs and streams. Data analytics topics include feature extraction and learning  ontology construction  similarity measures  dimension reduction  summary data structures  streaming  locality sensitive hashing  clustering in high dimensional space and social network graphs."
"1154","013132","Job  Suffering and Modernity","Esther H. Schor","FRS 108","LA","","See website"
"1154","003354","Modern Latin America since 1810","Robert A. Karl","HIS 304 LAS 304","HA","","This course surveys the main themes of Latin American history from independence to the present. The main focus is on the interaction between states and citizens  social relations  and economic development."
"1154","007933","Practice Teaching","Anne N. Catena|Barbara Fortunato|Todd W. Kent|Torey Wilson|Rosanne Zeppieri","TPP 402","","Admission to the Teacher Preparation Program is usually required. Application for fieldwork placement must be made in advance. Completion of Pre-professional portfolio..","Supervised practice teaching (a minimum of 12 weeks) in a secondary school. Teaching is done under the supervision of an accomplished teacher and a program staff member who regularly observe and discuss the student's practice teaching. Students gain firsthand experience in developing teaching strategies  planning and implementing instruction  assessing student learning  and classroom management. Must be taken concurrently with TPP 401."
