termid,courseid,title,all_listings_string,area,prereqs,descrip
"1162","007316","Atmospheric Radiative Transfer","AOS 527 GEO 527","","","Structure and composition of terrestrial atmospheres. Fundamental aspects of electromagnetic radiation. Absorption and emission by atmospheric gases. Optical extinction of particles. Roles of atmospheric species in Earth's radiative energy balance. Perturbation of climate due to natural and antropogenic causes. Satellite observations of climate system."
"1162","011106","Religion and American Film","REL 257 AMS 397","HA","","This course explores representations of religious beliefs  practices  and communities in American film  including documentary  independent  and commercial features. We consider how cinematic images have contributed to shared understandings of the nature of religion and its place in American life and what conflicts over representation reveal about the broader American religious landscape. Topics include religion and censorship  representing ethnicity  race  gender  and sexuality  new religious movements  and religion and politics."
"1162","012627","Class Field Theory","MAT 511","","","This course will describes abelian extensions of number fields and function fields of curves over finite fields. One example is the celebrated Kronecker-Weber theorem stating that any abelain extension of Q is contained in a field generated by roots of unity. Another example is Kronecker's Jugendtraum stating that all abelian extensions of imaginary quadratic fields can be obtained analogously using torsion points of elliptic curves with complex multiplications. Prerequisites: Galois Theory (such as MAT 322) and MAT 419."
"1162","001262","Junior Seminar","EAS 300","","","This seminar teaches the research and writing skills needed to produce a thesis as an East Asian studies major. Through mini-projects and guest lectures  the class introduces the various disciplines and methodologies used to study East Asia  including history  anthropology  political science  history  literature  and media studies. In addition  the class teaches techniques of research and writing: how to formulate a research question  find and use appropriate sources  write a research proposal  craft a compelling introduction and convincing conclusion. The class includes visits to Gest library and the Princeton art museum."
"1162","012132","Documentary Filmmaking","VIS 263","LA","","In the real world  what relationships have the necessary friction to generate compelling films? Documentary Filmmaking will introduce you to the craft  history and theory behind attempts to answer this question. Through production assignments  screenings  and seminar discussions  you will take your first steps into the world of non-fiction filmmaking. Further  as films are often vessels for their directors' preoccupations  the course will also push you to examine the formal  social  and political concerns that animate your life."
"1162","013298","Religious Experience  Expression  and Authority in Colonial Latin America","REL 370 LAS 380","HA","","Religion permeated everything in colonial Latin America. In fact  it is not really accurate to talk about religion as something separate from other aspects of human life for this time and place. This class explores the ways \"religion\" was lived and understood by people in colonial Latin America through three categories: 1) experience  with an emphasis on internal experience  both physical and emotional; 2) expression  both verbal and non-verbal  with an emphasis on ambivalent forms of expression that simultaneously validated and challenged accepted religious truths; and 3) authority  with an emphasis on its limits."
"1162","006393","Introduction to Sociology","SOC 101","SA","","This course introduces sociology as an analytical field. We will cover such topics as race  class  gender  and other dimensions of social structure and inequality; social networks and social capital; mechanisms of social change; social factors in science and technological innovation; the social basis of democracy and freedom; and the sociology of medicine and law. Lectures are intended to inspire students to develop a sociological imagination in understanding the structural patterns in societies and the sources of change."
"1162","008702","Asset Pricing I: Pricing Models and Derivatives","FIN 501 ORF 514","","","An introduction to the modern theory of asset pricing. Topics include: No arbitrage  Arrow-Debreu prices and equivalent martingale measure; security structure and market completeness; mean-variance analysis  Beta-Pricing  CAPM; and introduction to derivative pricing."
"1162","013308","The Cinema of Cruelty","SPA 562 LAS 563","","","Drawing on Antonin Artaud's ideas around theatre of cruelty and André Bazin's notions of auteur film and its subversive capacity  this course looks at a group of Latin American and Spanish films and directors to explore how cruelty has become a recognizable aesthetic  one with strategic relevance for Hispanic film. This seminar will understand film as a text in which cruelty functions as a cinematic trope  and will also reflect on spectatorship  film's ability to inflict pain and  even more  the possibility that film constitutes a modern spectacle of cruelty."
"1162","006827","Microeconomic Analysis (Advanced)","WWS 511","","A working knowledge of basic calculus and ease with algebraic manipulation are prerequisites of the course..","This course is an introduction to the use of microeconomics for the analysis of public policy on an advanced level. The emphasis is on both the intuitive and formal logic of economic principles  a deeper perspective on the impacts of typical policy measures  and an introduction to the use of professional microeconomic tools to assess and weigh these policy impacts. One goal is to move students towards the ability to read professional microeconomic literature with appreciation of both its contributions and foibles."
"1162","010530","Introduction to Screenwriting: Writing the Short Film","CWR 348 VIS 348","LA","Interested students complete a creative writing application (please visit the program website) by attaching a statement about why they would like to take the course  and optionally  a 3-4 page creative writing sample in any genre. Please note this course cannot be audited. Application deadline is April 17  2015. Accepted students will be able to enroll in Tiger Hub May 18th to 22nd..","This course will introduce students to core screenwriting principles and techniques. Questions of thematic cohesiveness  plot construction  logical cause and effect  character behavior  dialogue  genre consistency and pace will be explored as students gain confidence in the form by completing a number of short screenplays. The course will illustrate and analyze the power of visual storytelling to communicate a story to an audience  and will guide students to create texts that serve as \"blueprints\" for emotionally powerful and immersive visual experiences. Final portfolio will include one short exercise and two short screenplays."
"1162","000998","Experimental Chemistry","CHM 371","STL","CHM 202  204 or 215 or equivalent. Concomitant enrollment in either CHM 305 or 407 is strongly advised..","The purpose of this laboratory course is to teach the principles and practice of modern experimental chemistry  including: data collection  analysis  and interpretation; experimental design; validity of data and meaning of statistical correlation; and theoretical and operational aspects of modern instrumentation. Applications of computers in data analysis and molecular modeling will also be covered."
"1162","008377","Protest","WRI 153","","","See the Princeton Writing Program website"
"1162","005184","Quantum Field Theory","PHY 509","","","Canonical and path integral quantization of quantum fields  Feynman diagrams  gauge symmetry  elementary processes in quantum electro dynamics  applications to condensed matter theory"
"1162","008764","Superhero Trials","WRI 171","","","See the Princeton Writing Program website."
"1162","002086","Senior Independent Work (B.S.E. candidates only)","COS 497","","","Provides an opportunity for a student to concentrate on a \"state-of-the-art\" project in computer science. Topics may be selected from suggestions by faculty members or proposed by the student. The final choice must be approved by the faculty advisor."
"1162","013378","Playing Games in the Middle Ages","FRS 171","LA","","See website"
"1162","010486","Religion and Critical Thought Workshop","REL 518","","","A weekly  year-long workshop focused on current student and faculty research in religion and critical thought  designed primarily for graduate students working on dissertations and general examination essays on the philosophy of religion  religious ethics  and the role of religion in politics. Note: REL 518 (fall) and REL 519 (spring) constitute this year-long workshop. In order to receive credit and/or a grade  students must take the course both semesters."
"1162","000897","Diseases in Children: Causes  Costs  and Choices","MOL 460 STC 460","","MOL214 or MOL215 or equivelent.","Within a broader context of historical  social  and ethical concerns  a survey of normal childhood development and selected disorders from the perspectives of the physician and the scientist. Emphasis on the complex relationship between genetic and acquired causes of disease  medical practice  social conditions  and cultural values. The course features visits from children with some of the conditions discussed  site visits  and readings from the original medical and scientific literature. Prerequisite: 214 or 215. Two 90-minute classes."
"1162","012807","Classical Japanese Theater","COM 352","LA","","In this course we study four major forms of pre-modern Japanese drama: Noh  Kyogen  Kabuki and Bunraku. These dramatic forms have close relation to other aspects of Japanese culture  especially literature and music  and give voice to a wide range of human experience within the context of an intricately articulated body of conventions  with surprises. No knowledge of Japanese is expected. We will devote a significant portion of our time to studying performances on DVD and/or VHS. We will learn about the history of Japanese drama  its aesthetic values  its relation to other arts  its inspirations in Buddhist and Shinto belief."
"1162","011183","Immune Systems: From Molecules to Populations","EEB 327 MOL 327","STN","EEB 211 and MOL 214..","How do immune systems work  and why do they work as they do? Why is there so much immunological polymorphism in animal populations? To address these questions  students will examine immunology across multiple biological scales. At the molecular and cellular scales  students will learn mechanisms by which animals recognize and kill parasites. At the population scale  students will investigate causes of the tremendous immunological heterogeneity exhibited by animals. Both the clinical relevance and the evolutionary basis of polymorphisms will be emphasized."
"1162","010957","Mind and Meditation","REL 324","EC","","This course examines the philosophy  history  and methods of Buddhist meditation. Primary readings will be Buddhist works on the nature of the mind and the role of meditation on the path to liberation (nirvana). We will ask how traditional Buddhist views have been reshaped by modern teachers  and we will interrogate the significance of current research on meditation in the fields of neuroscience  psychology and the philosophy of mind. In addition to other coursework  students will be practicing meditation and keeping a log and journal. Some coursework in Philosophy or Religion is expected."
"1162","002849","Intensive Beginner's and Intermediate French","FRE 103","","Prerequisites include approximately two years of high school French and an appropriate score on the Princeton French Language Placement Test..","FRE 103 is an intensive beginning and intermediate language course designed for students who have already studied French (typically no more than 2-3 years). Covering in one semester the material presented in FRE 101 and FRE 102  this course prepares students to take FRE 107 the following semester. Classroom activities include comprehension and grammar exercises  conversation  skits  and working with a variety of audio-visual materials."
"1162","011743","Sleep: From Molecules to Mattress","PSY 407 NEU 407","EC","An introductory neuroscience course (e.g.  PSY 208  NEU/PSY 258  NEU/PSY 259 A or B  NEU101/MOL110). Contact Professor Barry Jacobs to obtain departmental approval in order to register..","The phenomenology and underlying neurobiology of the states of sleep and waking are examined. A byproduct of doing so exposes students to a broad range of current research in the field of neurobiology and behavior. Experimental results and theories  ranging from the molecular and genetic to human brain imaging  are critically examined and discussed. Topics include brain mechanisms mediating sleep and waking  diseases of sleep  ontogeny and phylogeny of sleep  theories of functions and uses of sleep  dreams  drugs affecting sleep and waking  circadian rhythms  other states of consciousness  and the issue of consciousness itself."
"1162","003415","History of the American West","HIS 374","HA","","This course examines the history of the place we now call the American West  from pre-contact to the present. Our primary focus will be on the struggles between and among peoples to control resources and political power  and to shape the ways in which western history is told. We will pay particular attention to the role of visual and popular culture in shaping the national imagination of the region."
"1162","008850","Science in a Global Context: 15th to 20th Century","HIS 293","HA","Student auditors with instructor's permission..","Science and technology have literally changed the world. This course examines how  with an emphasis on understanding the place of scientific knowledge in the history of European exploration and expanding global power. How did the sciences go out into the world? How did certain disciplines and practices take shape in global interactions since 1400? How does knowledge become universal? What instruments  institutions  and activities made this possible?"
"1162","008113","Master's Project I","FIN 560","","","Under the direction of a Bendheim affiliated faculty member  students carry out a master's project  write a report  and present the results in the form of a poster or an oral presentation in front of an examining committee."
"1162","013320","Research Topics in Chemical & Biological Engineering","CBE 507","","","A seminar course designed to acquaint first-year graduate students with the different research areas represented by the CBE department  as well as to train these students in the methodologies and practices used in chemical engineering research. Students learn how to read and evaluate the literature  and the techniques for formulating and developing an original research problem in the field. Each lecture is given by a different member of the CBE faculty (or associated faculty)  who will review his or her field of research and discuss open questions for future investigation."
"1162","005392","The Study of Comparative Politics","POL 521","","","A general introduction to the field of comparative politics  with an emphasis on principal theoretical approaches and major problems and theories."
"1162","011638","Global History (1850s - Present)","HIS 501","","","This seminar offers a history of global interactions roughly since the 1850s  combining an analytical framework with an overarching narrative. It singles out geopolitics  political economy  empire  networks and exchange  warfare and welfare  and oil. Key themes include the Anglo-German antagonism  the U.S.-Japan clash  the rise and fall of global communism  the German story and the European Union  the fall and rise of China  and America's global predominance and partnerships."
"1162","002351","Microprocessors for Measurement and Control","MAE 412","","MAE 221 and MAE 224  or introductory knowledge of analog and digital electronics.","Introduction to microcomputers for measurement and control. This is a hardware course in the area of electro mechanical systems. Students design and build microcomputer controllers and apply them to the automation of various aspects of a model railroad."
"1162","012322","Legal and Business Spanish","SPA 206","","SPA 107 along with instructor's permission; or SPA 108. Also open to students who have completed their Spanish language requirement through the Department's placement test or a satisfactory AP/SAT score (AP5/SP SAT ST 760)..","An advanced level Spanish course on legal and business language. The course aims to familiarize students with the vocabulary  grammatical structures and register specific to legal and commercial Spanish in context. Students will also be introduced to the basics of different legal systems and business cultures through the study of critical texts  situational cases and videos as well as class discussions  role-plays  presentations and independent research."
"1162","013325","Public Health and Private Healing in the Atlantic World","LAS 372 SPA 373 GHP 372","SA","","This seminar explores the impact of transatlantic exchanges between Europe  Africa and the Americas on the development of the environmental  political and sociocultural trends that affect our health and our ability to heal today. During the first half of the semester we will reconstruct the interconnected histories of the medicalization of the West and the westernization of the Rest  from the Renaissance to the end of the twentieth century. In the second half of the semester we will explore the contemporary consequences of these historical developments."
"1162","003944","Beginner's Latin","LAT 101","","No credit is given for LAT 101 unless it is followed by LAT 102..","An introduction to the basic grammar  syntax  and vocabulary of Latin designed to enable students to read and understand simple Latin prose and verse."
"1162","007852","Practical Ethics","CHV 310 PHI 385","EM","","Should we be trying to live our lives so as to do the most good  and if so  what would that involve? Does a human embryo have a greater claim to protection than a chimpanzee? Should we be able to choose to end our own life  if we are terminally ill? Are we ethically required to limit our greenhouse gas emissions? What is an ethical diet? Are we justified in eating animals? Why should we act ethically  anyway? You will be encouraged to question your own ethical beliefs on these and other issues  and to explore the extent to which reason and argument can play a role in everyday ethical decision-making."
"1162","010093","French Theater Workshop","FRE 211 THR 211","LA","FRE 108  or equivalent. FRE 207 recommended as a co-requisite. Course is conducted entirely in French. Interested students must contact the instructor: fmasse@Princeton.EDU to apply and schedule an interview. Course is open to Freshmen..","L'Avant-Scène will offer students the opportunity to put their language skills in motion by discovering French theater in general and by acting in French  in particular. The course will introduce students to acting techniques while allowing them to discover the richness of the French dramatic canon. Particular emphasis will be placed on improving students' oral skills through pronunciation and diction exercises. At the end of the semester  the course will culminate in the performance of the students' work."
"1162","012892","Narrative Techniques in Freud's Great Case Histories","FRS 183","LA","","Please see website"
"1162","013148","Technology Studies (Half-Term)","SOC 557","","","This half-semester graduate course introduces you to basic concepts  theoretical frameworks  and empirical studies in the sociology of technology. The course draws largely on science and technology studies  a hybrid field with tools optimized for the study of science and technology in social context; it also draws related materials from recent literature in the sociology of work  technology and organizations  media studies  anthropology  and communication."
"1162","013292","Experimental Methods in Politics","POL 341","QR","Freshmen should email the professor for advice about taking the class..","The use of experiments to study and influence politics is widespread and growing  partly because they can give conclusive results not possible with surveys or other data. No longer confined to the lab  social scientists and political operatives use new technology to conduct experiments on thousands of voters in real elections. Large-scale political experiments have been conducted on Facebook  by mail and telephone  but is it ethical to influence politics in pursuit of new knowledge? What have experiments taught us about voting  race  and representation in America? This class will cover these and other aspects of using experiments in politics."
"1162","001563","Recent Research in Population Biology","EEB 507","","Course is limited to graduate students only..","Systematic reviews of recent literature in areas of ecology  evolution  and animal behavior. The general survey of literature is supplemented with detailed discussion of selected research papers of unusual importance and significance. (This is a core course.)"
"1162","006972","Policy Workshop - Policy  Operational & Political Implementation Challenges of the ACA","WWS 591","","","The workshop focuses on the policy  operational and political challenges that continue to impact implementation of the coverage expansions  delivery system reforms and other innovations resulting from the ACA and its substantial impact on our health care system. The workshop client is a state (or states) taking a unique approach to particular elements of ACA implementation. The project is determined based on client need and student interest  with the overarching goal of creating a report that can deliver timely recommendations on a pressing implementation issue."
"1162","013405","Introduction to Classical Arabic Literature","NES 223 COM 227","LA","","An introduction to Classical Arabic Literature from pre-Islamic Arabian poetry to 17th century burlesque tales from Cairo  this course familiarizes you with the authors and texts that shaped the classical Arabic literary heritage. Poetry  tales  and fables will acquaint you with genres such as the qasida  ghazal  and the maqamat  providing a sense of literature at a time when Arabic was the language of writing from Spain to India. Keeping in mind our positionality in relation to the material  we will address questions of genre  periodization  translation  and aesthetic judgment."
"1162","012839","Photography and the Nation in the Hispanic World","SPA 354","LA","At least one 200-level course above SPA 209 or instructor's permission..","An examination of the ways photography has worked in the construction of the historical  political  social and subjective dimensions of some nations and their citizens in the Hispanic world from the end of the 19th century to our times. Among the issues to be examined are: photographing the national subject; recording history; the foreign gaze; war and propaganda (the Spanish-American war  the Mexican revolution  the Spanish Civil War); the margins of the city; sexuality and abjection."
"1162","000341","Thesis Studio","ARC 507","","Graduate standing and completion of studio sequence ARC 501-ARC 506..","The Master of Architecture Thesis is an independent design project on a theme selected by the student  incorporating research  programming  and site definition."
"1162","010192","Extramural Research Internship","COS 590","","","One-term full time research internship at a host institution to perform scholarly research directly relevant to a student's dissertation work. Research objectives will be determined by the student's advisor in consultation with the outside host. Monthly progress reports and a final paper are required. Enrollment limited to post-generals students. Students will be permitted to enroll in this one-semester course at most twice. Participation will be considered exceptional."
"1162","010006","Introduction to Quantum Computing","ELE 396","","A previous quantum mechanics course will not be required. Requires sophomore linear algebra at the level of MAT 202  204  217 or the equivalent..","This course will introduce the matrix form of quantum mechanics and discuss the concepts underlying the theory of quantum information. Some of the important algorithms will be discussed  as well as physical systems which have been suggested for quantum computing."
"1162","012884","Contemporary Art and the Amateur","FRS 113","LA","","Please see website"
"1162","001146","Problems in Ancient History - Sacred Space","CLA 547 PAW 503 HLS 547 REL 547","","","This interdisciplinary seminar explores the nature of \"Sacred Space\" in a cross-cultural perspective. In addition to addressing large theoretical questions (What makes a space \"sacred\"? What are its functions and uses? How do these evolve over time?)  we examine specific locales and case studies. These include temples and sanctuaries as well as natural locations  such as mountaintops  caves  and springs. The temporal and geographical range will be broad  including the Near East  Greece and Rome  from early times to Late Antiquity. The class will spend fall break in Greece exploring various sites that are relevant to the topics covered."
"1162","011806","Capitalist Transformations","HIS 574","","","This graduate readings course surveys classic and recent works on the history of capitalism  exposing students to different methodological and interpretive traditions  while focusing on the theme of \"capitalist transformations.\" Readings focus on the Anglo-American context  but will also take into account global and comparative perspectives. Students will finish the course familiar with the basic outlines of capitalism's history  and the course should be of relevance to those interested in the relationship between history and social theory."
"1162","007893","Beginning Studies in Acting: Scene Study","THR 201","LA","Enrollment is by application. Please visit the Theater Program website for application information..","An introduction to the craft of acting through scene study monologues and  finally  a longer scene drawn from a play  to develop a method of working on a script. Emphasis will be placed on honesty  spontaneity  and establishing a personal connection with the scene's substance."
"1162","013375","Scientists against Time","FRS 117","HA","","See website"
"1162","007224","Ceramic Sculpture","VIS 331","LA","Prerequisites: VIS 201/202  or VIS 203/204  or VIS 211/212  or VIS 221/222  or VIS 261/VIS 262..","This course is designed for students who are interested in learning the fundamentals of working with clay. A wide variety of hand-building will be taught  enabling students to make utilitarian vessels as well as sculptural forms. Students will learn about glazing and colored engobe application methods and how to operate electric and gas kilns. Studio work will be complemented by readings  field trips  and slide presentations."
"1162","001526","Evolutionary Biology","EEB 309","","EEB 211 and any course in molecular biology or equivalent (e.g. 214 or 215).","All life on Earth has  and continues to  evolve. This course will explore evolution within two frameworks: conservation genetics and species interactions. In the first half of the course  we will explore fundamental processes that work together to shape biodiversity and viability  both at the organismal and molecular levels. We then will examine how species interactions can be the driver of change  from sexual selection to predation and pathogens. Overall  this course will provide you with the basic tools to understand how evolution continues to shape contemporary ecological and the phenotypic traits we observe on our planet."
"1162","010548","Psychological Studies of Inequality (Half-Term)","WWS 590","","","Two major areas of psychology make important contributions to the study of social policy and inequality. The first is social psychology  which focuses on inter-group relations  interpersonal perception  stereotyping  racism  aggression  justice and fairness. These are the micro-level building blocks of structural inequalities and processes that are shaped by the larger context of race  ethnic and gender relations. The second domain involves the fields of social-cognition  judgment and decision making  areas of research that study human information processing in a way that is not about individual differences  and often not social."
"1162","001391","Microeconomic Theory: A Mathematical Approach","ECO 310","SA","MAT 175 or MAT 201. Not required for concentrators..","This course presents the economic theory of individual and firm behavior using mathematical tools including calculus. The course will emphasize applications of microeconomic theory to consumer choices  output and production of firms  market interaction and equilibrium."
"1162","012798","Everyday Stories","COM 232","LA","","\"How was your day?\" \"Tell me about yourself.\" Such commonplace prompts draw out \"everyday stories\" of real  unremarkable life. But what counts as real life or unremarkable life  and what happens when it gets into literature  too? What parts of reality do everyday stories suppress or show up? Drawing on writers from Homer to Jane Austen to Woolf to Christopher Isherwood  this course looks at novels  stories  diaries  and essays that present versions or theories of everyday life. Students will also be invited to experiment with their own stories or non-stories of the everyday."
"1162","007986","Environmental Chemistry","CEE 571","","","In this course  environmental chemistry serves as a vehicle for study of chemical thermodynamics. Students will gain an understanding of Gibbs free energy  chemical potential  and fugacity  and the universal applicability of thermodynamics to environmentally relevant topics such as equilibrium phase partitioning and oxidation of organic chemicals. There will be a focus on toxic organics and their chemical properties. Assignments will be based on chemical property estimation methods and on simple mass balance models that link chemical properties with pollutant transport  fate  and reactivity in the environment."
"1162","008752","Fixed Income: Models and Applications","ECO 466","SA","ECO 362 or FIN 501  ECO 465 (concurrent enrollment is acceptable) Multivariate Calculus  Introduction Probability/Statistics.","This course will deal with no-arbitrage models of contracts based on interest rates including bonds  forward and future contracts  swaps  options and other derivatives. We will develop the theory of arbitrage-free pricing of financial assets in discrete and continuous time  as well as many special models that can be used to price and hedge fixed income securities."
"1162","013214","Italo Calvino in France","FRE 540 ITA 540 COM 541","","","How French was Italo Calvino? The prolific Italian writer spent 15 years in Paris at the height of the post-68 proliferation of new approaches to literature. As both a literary critic and practitioner  Calvino redefined the relationship between science and literature and low and high culture. This course explores French theory of the period and situates Calvino within a specific genealogy of French thought and writing  showing his indebtedness to Enlightenment philosophy  the socialist utopianism of Fourier  the aesthetic practices of Roland Barthes  the experimental biology of Jean Rostand  and the rigorously playful spirit of the Oulipo."
"1162","013303","Weapons of Mass Destruction and International Security","WWS 548","","","This course examines the roles of nuclear  biological  and chemical weapons in international security historically  at present  and in possible futures. The technical basis for these weapons will be presented at a level suitable for the non-scientist  and the challenges of state and non-state acquisition or development will be assessed. Topics to be examined include deterrence  defense  preemption  arms control  nonproliferation  and plausible terrorist capabilities."
"1162","009052","Topics in Policy Analysis (Half-Term) - Legal Skills for Policymakers","WWS 593","","","This half-term course provides students with some of the basics of a legal education  focusing on the most relevant areas for public policy work. Topics include constitutional law  administrative law (with a focus on agency rulemaking)  and statutory interpretation. Course is not open to students who are pursuing or already have a J.D."
"1162","006822","Generalized Linear Statistical Models","POP 507 WWS 509","","","The analysis of survey data using generalized linear statistical models. The course begins with a review of linear models for continuous responses and then considers logistic regression models for binary data and log-linear models for count data  including rates and contingency tables and hazard models for duration data. Attention is given to the logical and mathematical foundations of the techniques  but the main emphasis is on the applications  including computer usage. The course assumes prior exposure to statistics at the level of WWS507c and familiarity with matrix algebra and calculus."
"1162","006987","Topics in Policy Analysis (Half-Term) - Gender in the World Economy","WWS 593","","","This course focuses on the opportunities  constraints and roles of women in an increasingly interdependent economy. Topics will include: dynamics & causes of fertility changes & household formation; maternal & infant health; gender & labor market institutions--types of contracts  informality  wage gaps & discrimination  unpaid work; intra-household allocation of resources & differential mortality rates; women's migration--selection & outcomes at destination  family reunification  remittances; differential access to education & health; credit market; & political & property rights."
"1162","007944","Mechanics of Solids","CEE 205","STN","PHY 103 and MAT 104.","This course teaches fundamental principles of solid mechanics. Equilibrium equations  reactions  internal forces  stress  strain  Mohr's circle  and Hooke's law. Analysis of the stress and deformation in simple structural members for safe and stable engineering design. Axial force in bars  torsion in shafts  bending and shearing in beams  stability of elastic columns  strain transformation  stress transformation  combined loadings  design project."
"1162","007902","Contemporary Dance Technique/Choreography","DAN 219","LA","DAN 209 or permission of instructor. Interview with faculty for placement in composition section from April 6-17  2015. To arrange an interview  email Professor Fehlandt (fehlandt@) and send a list of any previous composition experience at Princeton..","This class in contemporary dance technique emphasizes strong fundamentals of proper alignment to achieve increased movement efficiency  strength and flexibility. Working with aspects of modern  jazz and ballet  students will explore dancing to different rhythms  tempos and styles of music. Phrase work teaches strong movement in space and musicality. In choreography class students will develop their understanding of the ways in which structural elements and movement vocabularies contribute to a dance's overarching impact and content. Readings and viewings broaden students understanding of dance's position in the world of art and ideas."
"1162","001440","Advanced Economic Theory I","ECO 511","","","Topics vary from year to year reflecting  among other things  current developments and the instructor's interests. Topics covered in past years have included expected and nonexpected utility theory  intertemporal general equilibrium theory  evolutionary game theory  dynamic games  contract theory  theory of organizations  and bounded rationality."
"1162","011763","Surface Science: Processes and Probes","CBE 526 CHM 527 MSE 526","","It is expected all students will have some familiarity with kinetics and thermodynamics..","An introduction to processes at surfaces and interfaces. Experimental methods of surface science. Electron spectroscopy  ion scattering  and scanning probe microscopy. Atomic structure of surfaces and adsorbed layers. Thermodynamics of surface processes. Adsorption and molecular dynamics of gas-surface reactions. Kinetics of adsorption  desorption  diffusion  and reactions. Liquid interfaces. Heterogeneous catalysts. Etching. Film growth and epitaxy. Applications to energy and environmental science and technology."
"1162","002510","Digital Signal Processing","ELE 482","","ELE 301..","The lectures will cover: (1) Basic principles of digital signal processing. (2) Design of digital filters. (3) Fourier analysis and the fast Fourier transform. (4) Roundoff errors in digital signal processing. (5) Applications of digital signal processing."
"1162","002626","Romanticism and the Age of Revolution","ENG 340","LA","","Romanticism was a revolution in literary styles and subjects  and its writers lived in an age of revolutions...American  French  and roiling debates about the rights of men  of women  and the atrocity of the slave trade  and amid  within  and across this  the vital power of imagination. Our study will concern literary aesthetics and practices in this revolutionary age."
"1162","006711","Golden-Age Drama","SPA 537","","","The growth of drama in Spain from the Middle Ages to the Baroque. Emphasis will be given to the socioeconomic and political factors that conditioned the development of the Spanish theater."
"1162","001326","Classical Japanese Prose - Chinese Lore in Medieval Japan","EAS 541","","","Investigation of the circulation and adaptation of Chinese literature in medieval Japan. We focus on the reception of historical (Shiji  Hanshu  Mengqiu) and poetic (Maoshi  Bai Juyi  Guwen zhenbao) texts  as seen in Japanese vernacular commentaries (shomono) and anecdotes (setsuwa). We develop familiarity with resources for reading unedited primary sources  and discuss the relevance of these works for our understanding of medieval literary culture. Students should have prior coursework in classical Japanese as well as either classical Chinese or kanbun."
"1162","012722","The Constitution of the Family & Individual Liberty  1867-1937","HIS 571 GSS 571","","","This course explores shifts in the basis of American equality and liberty from sovereign family and corporate franchises  to individual citizenship. Interdisciplinary readings address: household government and corporate society in the nineteenth-century polity; Reconstruction's disruption of this social order and political economy; and its reconstitution by intellectuals  social networks  and constitutional amendments and laws for and against woman suffrage  labor regulation  the social welfare state  public health and education  the income tax  and Prohibition."
"1162","006855","Topics in Domestic Policy Analysis - Planning Methods and The Bronx","WWS 527","","","The future of the Bronx is not yet written. As urban communities across the US experience resurgence & gentrification  propelled by demographic  technological & cultural trends  The Bronx remains an amalgamation of urban conditions in a diverse range of communities & conditions. This course demonstrates the necessity for solutions that integrate architecture & economic development  urban design & public services  cultural history & a public realm strategy  investment & policy. The course investigates new models for equitable & sustainable growth in US cities."
"1162","001431","Corporate Restructuring","ECO 464","SA","ECO 300 or ECO 310.","This course applies topics from microeconomics (ECO 310) and corporate finance (ECO 363) to study corporate restructuring. Topics include mergers  acquisitions  joint ventures  divestiture and share repurchases. Each of these is discussed in the context of the relevant economic theory  institutional and regulatory environment  and with a focus on shareholder value."
"1162","008320","Apocalypse Now","WRI 110","","","See the Princeton Writing Program website."
"1162","001400","Economics of the Labor Market","ECO 331","SA","ECO 100 and ECO 302 and MAT 102 or MAT 103..","To provide a general overview of labor markets. Covering labor force participation  the allocation of time to market work  migration  labor demand  investment in human capital (education  on-the-job training  man-power training)  discrimination  unions and unemployment. The course will also examine the impact of government programs (such as unemployment insurance  minimum wages  or a negative income tax) on the labor market."
"1162","004964","Special Topics in the History of Philosophy - Leibniz","PHI 516","","","In this seminar  we will explore the philosophical and scientific thought of Leibniz. Topics discussed may include Leibniz's metaphysics  his dynamics  his logic and philosophy of language  and his theodicy  among other possible topics."
"1162","008605","Topics in Cinema and Culture - Work and Love  Play and Politics in Spanish Cinema","SPA 319","LA","One 200-level course above SPA 209 or instructor's permission..","An exploration of some of the most distinctive themes in Spanish films of the last fifty years. Topics to be discussed  among others: political repression; the modernization of Spain since the 1960s; the perversions of love; the world as a stage; new sexualities; the redefinition of gender roles; uncanny worlds."
"1162","011739","Readings in Modern Korean l","KOR 405 EAS 405","LA","KOR 402 or instructor's permission..","The 5th-year Korean course is designed to advance students' reading and writing skills to the superior level and to promote a deeper understanding of the Korean language  culture  society  and history. Readings cover various types of authentic materials (e.g.  newspaper articles  editorials  think pieces  essays  and literary short stories). Discussion and presentation skills in formal settings (e.g.  academic  professional) are also emphasized. Class discussions are conducted in Korean."
"1162","012865","The Dreamkeepers: Education Reform and the Urban Teaching Experience","FRS 105","SA","","Please see website"
"1162","012857","Quantum Mechanics with Applications","ELE 511","","ELE342 or PHY 305 or equivalent or permission of instructor..","This course covers the principles of quantum mechanics  including applications of relevance to students in applied physics  materials science and engineering. Topics include the concept of Hilbert Spaces  Schrodinger and Heisenberg Representations  Bound State and scattering problems in one  two and three dimensions  consequences of symmetry  Angular momentum algebra  Approximation methods for stationary states  Many-body systems  Quantum statistics and applications in solid state and quantum optics. Time dependent Perturbation Theory and/or Second Quantization and Electromagnetic Field will be covered if time permits."
"1162","012867","20th Century Poetry: Politics  Love  Religion and Nature","FRS 111","LA","","Please see website"
